Probe,Female CBZ C1,Female CBZ C2,Female CBZ C3,Female CBZ L1,Female CBZ L2,Female CBZ  L3,Female CBZ H1,Female CBZ H2,Female CBZ H3
A_15_P101064,0,0,0,1,1,1,1,1,1
A_15_P101065,0,0,0,1,1,1,1,1,1
A_15_P101067,0,0,0,1,1,1,1,1,1
A_15_P101069,0,0,0,1,1,1,1,1,1
A_15_P101070,0,0,0,1,1,1,1,1,1
A_15_P101071,0,0,0,1,1,1,1,1,1
A_15_P101072,0,0,0,1,1,1,1,1,1
A_15_P101075,0,0,0,1,1,1,1,1,1
A_15_P101076,0,0,0,1,1,1,1,1,1
A_15_P101080,0,0,0,1,1,1,1,1,1
A_15_P101081,0,0,0,1,1,1,1,1,1
A_15_P101082,0,0,0,1,1,1,1,1,1
A_15_P101084,0,0,0,1,1,1,1,1,1
A_15_P101085,0,0,0,1,1,1,1,1,1
A_15_P101087,0,0,0,1,1,1,1,1,1
A_15_P101094,0,0,0,1,1,1,1,1,1
A_15_P101097,0,0,0,1,1,1,1,1,1
A_15_P101099,0,0,0,1,1,1,1,1,1
A_15_P101101,0,0,0,1,1,1,1,1,1
A_15_P101102,0,0,0,1,1,1,1,1,1
A_15_P101103,0,0,0,1,1,1,1,1,1
A_15_P101104,0,0,0,1,1,1,1,1,1
A_15_P101107,0,0,0,1,1,1,1,1,1
A_15_P101110,0,0,0,1,1,1,1,1,1
A_15_P101112,0,0,0,1,1,1,1,1,1
A_15_P101116,0,0,0,1,1,1,1,1,1
A_15_P101118,0,0,0,1,1,1,1,1,1
A_15_P101121,0,0,0,1,1,1,1,1,1
A_15_P101122,0,0,0,1,1,1,1,1,1
A_15_P101123,0,0,0,1,1,1,1,1,1
A_15_P101124,0,0,0,1,1,1,1,1,1
A_15_P101128,0,0,0,1,1,1,1,1,1
A_15_P101129,0,0,0,1,1,1,1,1,1
A_15_P101130,0,0,0,1,1,1,1,1,1
A_15_P101133,0,0,0,1,1,1,1,1,1
A_15_P101138,0,0,0,1,1,1,1,1,1
A_15_P101141,0,0,0,1,1,1,1,1,1
A_15_P101145,0,0,0,1,1,1,1,1,1
A_15_P101146,0,0,0,1,1,1,1,1,1
A_15_P101147,0,0,0,1,1,1,1,1,1
A_15_P101148,0,0,0,1,1,1,1,1,1
A_15_P101150,0,0,0,1,1,1,1,1,1
A_15_P101154,0,0,0,1,1,1,1,1,1
A_15_P101155,0,0,0,1,1,1,1,1,1
A_15_P101157,0,0,0,1,1,1,1,1,1
A_15_P101159,0,0,0,1,1,1,1,1,1
A_15_P101165,0,0,0,1,1,1,1,1,1
A_15_P101168,0,0,0,1,1,1,1,1,1
A_15_P101172,0,0,0,1,1,1,1,1,1
A_15_P101174,0,0,0,1,1,1,1,1,1
A_15_P101175,0,0,0,1,1,1,1,1,1
A_15_P101176,0,0,0,1,1,1,1,1,1
A_15_P101177,0,0,0,1,1,1,1,1,1
A_15_P101179,0,0,0,1,1,1,1,1,1
A_15_P101183,0,0,0,1,1,1,1,1,1
A_15_P101184,0,0,0,1,1,1,1,1,1
A_15_P101185,0,0,0,1,1,1,1,1,1
A_15_P101187,0,0,0,1,1,1,1,1,1
A_15_P101189,0,0,0,1,1,1,1,1,1
A_15_P101190,0,0,0,1,1,1,1,1,1
A_15_P101191,0,0,0,1,1,1,1,1,1
A_15_P101192,0,0,0,1,1,1,1,1,1
A_15_P101193,0,0,0,1,1,1,1,1,1
A_15_P101194,0,0,0,1,1,1,1,1,1
A_15_P101195,0,0,0,1,1,1,1,1,1
A_15_P101196,0,0,0,1,1,1,1,1,1
A_15_P101197,0,0,0,1,1,1,1,1,1
A_15_P101199,0,0,0,1,1,1,1,1,1
A_15_P101201,0,0,0,1,1,1,1,1,1
A_15_P101202,0,0,0,1,1,1,1,1,1
A_15_P101205,0,0,0,1,1,1,1,1,1
A_15_P101207,0,0,0,1,1,1,1,1,1
A_15_P101211,0,0,0,1,1,1,1,1,1
A_15_P101214,0,0,0,1,1,1,1,1,1
A_15_P101215,0,0,0,1,1,1,1,1,1
A_15_P101217,0,0,0,1,1,1,1,1,1
A_15_P101218,0,0,0,1,1,1,1,1,1
A_15_P101222,0,0,0,1,1,1,1,1,1
A_15_P101223,0,0,0,1,1,1,1,1,1
A_15_P101226,0,0,0,1,1,1,1,1,1
A_15_P101227,0,0,0,1,1,1,1,1,1
A_15_P101228,0,0,0,1,1,1,1,1,1
A_15_P101231,0,0,0,1,1,1,1,1,1
A_15_P101232,0,0,0,1,1,1,1,1,1
A_15_P101233,0,0,0,1,1,1,1,1,1
A_15_P101234,0,0,0,1,1,1,1,1,1
A_15_P101235,0,0,0,1,1,1,1,1,1
A_15_P101236,0,0,0,1,1,1,1,1,1
A_15_P101240,0,0,0,1,1,1,1,1,1
A_15_P101244,0,0,0,1,1,1,1,1,1
A_15_P101245,0,0,0,1,1,1,1,1,1
A_15_P101249,0,0,0,1,1,1,1,1,1
A_15_P101250,0,0,0,1,1,1,1,1,1
A_15_P101252,0,0,0,1,1,1,1,1,1
A_15_P101254,0,0,0,1,1,1,1,1,1
A_15_P101255,0,0,0,1,1,1,1,1,1
A_15_P101257,0,0,0,1,1,1,1,1,1
A_15_P101258,0,0,0,1,1,1,1,1,1
A_15_P101261,0,0,0,1,1,1,1,1,1
A_15_P101262,0,0,0,1,1,1,1,1,1
A_15_P101263,0,0,0,1,1,1,1,1,1
A_15_P101266,0,0,0,1,1,1,1,1,1
A_15_P101268,0,0,0,1,1,1,1,1,1
A_15_P101269,0,0,0,1,1,1,1,1,1
A_15_P101270,0,0,0,1,1,1,1,1,1
A_15_P101272,0,0,0,1,1,1,1,1,1
A_15_P101273,0,0,0,1,1,1,1,1,1
A_15_P101274,0,0,0,1,1,1,1,1,1
A_15_P101276,0,0,0,1,1,1,1,1,1
A_15_P101277,0,0,0,1,1,1,1,1,1
A_15_P101278,0,0,0,1,1,1,1,1,1
A_15_P101280,0,0,0,1,1,1,1,1,1
A_15_P101282,0,0,0,1,1,1,1,1,1
A_15_P101285,0,0,0,1,1,1,1,1,1
A_15_P101287,0,0,0,1,1,1,1,1,1
A_15_P101288,0,0,0,1,1,1,1,1,1
A_15_P101297,0,0,0,1,1,1,1,1,1
A_15_P101299,0,0,0,1,1,1,1,1,1
A_15_P101300,0,0,0,1,1,1,1,1,1
A_15_P101301,0,0,0,1,1,1,1,1,1
A_15_P101302,0,0,0,1,1,1,1,1,1
A_15_P101303,0,0,0,1,1,1,1,1,1
A_15_P101304,0,0,0,1,1,1,1,1,1
A_15_P101305,0,0,0,1,1,1,1,1,1
A_15_P101307,0,0,0,1,1,1,1,1,1
A_15_P101310,0,0,0,1,1,1,1,1,1
A_15_P101312,0,0,0,1,1,1,1,1,1
A_15_P101313,0,0,0,1,1,1,1,1,1
A_15_P101314,0,0,0,1,1,1,1,1,1
A_15_P101316,0,0,0,1,1,1,1,1,1
A_15_P101320,0,0,0,1,1,1,1,1,1
A_15_P101321,0,0,0,1,1,1,1,1,1
A_15_P101322,0,0,0,1,1,1,1,1,1
A_15_P101323,0,0,0,1,1,1,1,1,1
A_15_P101325,0,0,0,1,1,1,1,1,1
A_15_P101326,0,0,0,1,1,1,1,1,1
A_15_P101331,0,0,0,1,1,1,1,1,1
A_15_P101332,0,0,0,1,1,1,1,1,1
A_15_P101333,0,0,0,1,1,1,1,1,1
A_15_P101337,0,0,0,1,1,1,1,1,1
A_15_P101338,0,0,0,1,1,1,1,1,1
A_15_P101339,0,0,0,1,1,1,1,1,1
A_15_P101340,0,0,0,1,1,1,1,1,1
A_15_P101341,0,0,0,1,1,1,1,1,1
A_15_P101342,0,0,0,1,1,1,1,1,1
A_15_P101343,0,0,0,1,1,1,1,1,1
A_15_P101344,0,0,0,1,1,1,1,1,1
A_15_P101345,0,0,0,1,1,1,1,1,1
A_15_P101347,0,0,0,1,1,1,1,1,1
A_15_P101349,0,0,0,1,1,1,1,1,1
A_15_P101350,0,0,0,1,1,1,1,1,1
A_15_P101351,0,0,0,1,1,1,1,1,1
A_15_P101356,0,0,0,1,1,1,1,1,1
A_15_P101365,0,0,0,1,1,1,1,1,1
A_15_P101366,0,0,0,1,1,1,1,1,1
A_15_P101368,0,0,0,1,1,1,1,1,1
A_15_P101370,0,0,0,1,1,1,1,1,1
A_15_P101371,0,0,0,1,1,1,1,1,1
A_15_P101373,0,0,0,1,1,1,1,1,1
A_15_P101374,0,0,0,1,1,1,1,1,1
A_15_P101375,0,0,0,1,1,1,1,1,1
A_15_P101377,0,0,0,1,1,1,1,1,1
A_15_P101382,0,0,0,1,1,1,1,1,1
A_15_P101383,0,0,0,1,1,1,1,1,1
A_15_P101384,0,0,0,1,1,1,1,1,1
A_15_P101387,0,0,0,1,1,1,1,1,1
A_15_P101388,0,0,0,1,1,1,1,1,1
A_15_P101390,0,0,0,1,1,1,1,1,1
A_15_P101391,0,0,0,1,1,1,1,1,1
A_15_P101392,0,0,0,1,1,1,1,1,1
A_15_P101393,0,0,0,1,1,1,1,1,1
A_15_P101396,0,0,0,1,1,1,1,1,1
A_15_P101398,0,0,0,1,1,1,1,1,1
A_15_P101400,0,0,0,1,1,1,1,1,1
A_15_P101402,0,0,0,1,1,1,1,1,1
A_15_P101403,0,0,0,1,1,1,1,1,1
A_15_P101404,0,0,0,1,1,1,1,1,1
A_15_P101406,0,0,0,1,1,1,1,1,1
A_15_P101408,0,0,0,1,1,1,1,1,1
A_15_P101409,0,0,0,1,1,1,1,1,1
A_15_P101411,0,0,0,1,1,1,1,1,1
A_15_P101412,0,0,0,1,1,1,1,1,1
A_15_P101415,0,0,0,1,1,1,1,1,1
A_15_P101417,0,0,0,1,1,1,1,1,1
A_15_P101418,0,0,0,1,1,1,1,1,1
A_15_P101419,0,0,0,1,1,1,1,1,1
A_15_P101420,0,0,0,1,1,1,1,1,1
A_15_P101424,0,0,0,1,1,1,1,1,1
A_15_P101425,0,0,0,1,1,1,1,1,1
A_15_P101427,0,0,0,1,1,1,1,1,1
A_15_P101428,0,0,0,1,1,1,1,1,1
A_15_P101430,0,0,0,1,1,1,1,1,1
A_15_P101434,0,0,0,1,1,1,1,1,1
A_15_P101435,0,0,0,1,1,1,1,1,1
A_15_P101439,0,0,0,1,1,1,1,1,1
A_15_P101440,0,0,0,1,1,1,1,1,1
A_15_P101442,0,0,0,1,1,1,1,1,1
A_15_P101444,0,0,0,1,1,1,1,1,1
A_15_P101446,0,0,0,1,1,1,1,1,1
A_15_P101450,0,0,0,1,1,1,1,1,1
A_15_P101452,0,0,0,1,1,1,1,1,1
A_15_P101456,0,0,0,1,1,1,1,1,1
A_15_P101458,0,0,0,1,1,1,1,1,1
A_15_P101459,0,0,0,1,1,1,1,1,1
A_15_P101460,0,0,0,1,1,1,1,1,1
A_15_P101461,0,0,0,1,1,1,1,1,1
A_15_P101465,0,0,0,1,1,1,1,1,1
A_15_P101466,0,0,0,1,1,1,1,1,1
A_15_P101469,0,0,0,1,1,1,1,1,1
A_15_P101475,0,0,0,1,1,1,1,1,1
A_15_P101476,0,0,0,1,1,1,1,1,1
A_15_P101478,0,0,0,1,1,1,1,1,1
A_15_P101479,0,0,0,1,1,1,1,1,1
A_15_P101480,0,0,0,1,1,1,1,1,1
A_15_P101481,0,0,0,1,1,1,1,1,1
A_15_P101484,0,0,0,1,1,1,1,1,1
A_15_P101486,0,0,0,1,1,1,1,1,1
A_15_P101488,0,0,0,1,1,1,1,1,1
A_15_P101489,0,0,0,1,1,1,1,1,1
A_15_P101490,0,0,0,1,1,1,1,1,1
A_15_P101491,0,0,0,1,1,1,1,1,1
A_15_P101498,0,0,0,1,1,1,1,1,1
A_15_P101499,0,0,0,1,1,1,1,1,1
A_15_P101500,0,0,0,1,1,1,1,1,1
A_15_P101501,0,0,0,1,1,1,1,1,1
A_15_P101502,0,0,0,1,1,1,1,1,1
A_15_P101504,0,0,0,1,1,1,1,1,1
A_15_P101505,0,0,0,1,1,1,1,1,1
A_15_P101506,0,0,0,1,1,1,1,1,1
A_15_P101507,0,0,0,1,1,1,1,1,1
A_15_P101509,0,0,0,1,1,1,1,1,1
A_15_P101511,0,0,0,1,1,1,1,1,1
A_15_P101512,0,0,0,1,1,1,1,1,1
A_15_P101514,0,0,0,1,1,1,1,1,1
A_15_P101517,0,0,0,1,1,1,1,1,1
A_15_P101518,0,0,0,1,1,1,1,1,1
A_15_P101520,0,0,0,1,1,1,1,1,1
A_15_P101521,0,0,0,1,1,1,1,1,1
A_15_P101523,0,0,0,1,1,1,1,1,1
A_15_P101524,0,0,0,1,1,1,1,1,1
A_15_P101525,0,0,0,1,1,1,1,1,1
A_15_P101530,0,0,0,1,1,1,1,1,1
A_15_P101531,0,0,0,1,1,1,1,1,1
A_15_P101534,0,0,0,1,1,1,1,1,1
A_15_P101535,0,0,0,1,1,1,1,1,1
A_15_P101539,0,0,0,1,1,1,1,1,1
A_15_P101540,0,0,0,1,1,1,1,1,1
A_15_P101541,0,0,0,1,1,1,1,1,1
A_15_P101542,0,0,0,1,1,1,1,1,1
A_15_P101543,0,0,0,1,1,1,1,1,1
A_15_P101544,0,0,0,1,1,1,1,1,1
A_15_P101546,0,0,0,1,1,1,1,1,1
A_15_P101548,0,0,0,1,1,1,1,1,1
A_15_P101553,0,0,0,1,1,1,1,1,1
A_15_P101556,0,0,0,1,1,1,1,1,1
A_15_P101557,0,0,0,1,1,1,1,1,1
A_15_P101559,0,0,0,1,1,1,1,1,1
A_15_P101560,0,0,0,1,1,1,1,1,1
A_15_P101561,0,0,0,1,1,1,1,1,1
A_15_P101562,0,0,0,1,1,1,1,1,1
A_15_P101563,0,0,0,1,1,1,1,1,1
A_15_P101564,0,0,0,1,1,1,1,1,1
A_15_P101569,0,0,0,1,1,1,1,1,1
A_15_P101570,0,0,0,1,1,1,1,1,1
A_15_P101574,0,0,0,1,1,1,1,1,1
A_15_P101576,0,0,0,1,1,1,1,1,1
A_15_P101577,0,0,0,1,1,1,1,1,1
A_15_P101579,0,0,0,1,1,1,1,1,1
A_15_P101584,0,0,0,1,1,1,1,1,1
A_15_P101588,0,0,0,1,1,1,1,1,1
A_15_P101590,0,0,0,1,1,1,1,1,1
A_15_P101591,0,0,0,1,1,1,1,1,1
A_15_P101592,0,0,0,1,1,1,1,1,1
A_15_P101593,0,0,0,1,1,1,1,1,1
A_15_P101594,0,0,0,1,1,1,1,1,1
A_15_P101598,0,0,0,1,1,1,1,1,1
A_15_P101599,0,0,0,1,1,1,1,1,1
A_15_P101601,0,0,0,1,1,1,1,1,1
A_15_P101602,0,0,0,1,1,1,1,1,1
A_15_P101603,0,0,0,1,1,1,1,1,1
A_15_P101604,0,0,0,1,1,1,1,1,1
A_15_P101605,0,0,0,1,1,1,1,1,1
A_15_P101606,0,0,0,1,1,1,1,1,1
A_15_P101607,0,0,0,1,1,1,1,1,1
A_15_P101608,0,0,0,1,1,1,1,1,1
A_15_P101611,0,0,0,1,1,1,1,1,1
A_15_P101612,0,0,0,1,1,1,1,1,1
A_15_P101613,0,0,0,1,1,1,1,1,1
A_15_P101615,0,0,0,1,1,1,1,1,1
A_15_P101616,0,0,0,1,1,1,1,1,1
A_15_P101619,0,0,0,1,1,1,1,1,1
A_15_P101620,0,0,0,1,1,1,1,1,1
A_15_P101621,0,0,0,1,1,1,1,1,1
A_15_P101622,0,0,0,1,1,1,1,1,1
A_15_P101624,0,0,0,1,1,1,1,1,1
A_15_P101627,0,0,0,1,1,1,1,1,1
A_15_P101628,0,0,0,1,1,1,1,1,1
A_15_P101629,0,0,0,1,1,1,1,1,1
A_15_P101630,0,0,0,1,1,1,1,1,1
A_15_P101631,0,0,0,1,1,1,1,1,1
A_15_P101632,0,0,0,1,1,1,1,1,1
A_15_P101635,0,0,0,1,1,1,1,1,1
A_15_P101636,0,0,0,1,1,1,1,1,1
A_15_P101637,0,0,0,1,1,1,1,1,1
A_15_P101638,0,0,0,1,1,1,1,1,1
A_15_P101639,0,0,0,1,1,1,1,1,1
A_15_P101640,0,0,0,1,1,1,1,1,1
A_15_P101641,0,0,0,1,1,1,1,1,1
A_15_P101642,0,0,0,1,1,1,1,1,1
A_15_P101643,0,0,0,1,1,1,1,1,1
A_15_P101644,0,0,0,1,1,1,1,1,1
A_15_P101647,0,0,0,1,1,1,1,1,1
A_15_P101650,0,0,0,1,1,1,1,1,1
A_15_P101652,0,0,0,1,1,1,1,1,1
A_15_P101654,0,0,0,1,1,1,1,1,1
A_15_P101655,0,0,0,1,1,1,1,1,1
A_15_P101660,0,0,0,1,1,1,1,1,1
A_15_P101664,0,0,0,1,1,1,1,1,1
A_15_P101667,0,0,0,1,1,1,1,1,1
A_15_P101669,0,0,0,1,1,1,1,1,1
A_15_P101670,0,0,0,1,1,1,1,1,1
A_15_P101672,0,0,0,1,1,1,1,1,1
A_15_P101674,0,0,0,1,1,1,1,1,1
A_15_P101676,0,0,0,1,1,1,1,1,1
A_15_P101677,0,0,0,1,1,1,1,1,1
A_15_P101680,0,0,0,1,1,1,1,1,1
A_15_P101681,0,0,0,1,1,1,1,1,1
A_15_P101682,0,0,0,1,1,1,1,1,1
A_15_P101691,0,0,0,1,1,1,1,1,1
A_15_P101692,0,0,0,1,1,1,1,1,1
A_15_P101693,0,0,0,1,1,1,1,1,1
A_15_P101694,0,0,0,1,1,1,1,1,1
A_15_P101697,0,0,0,1,1,1,1,1,1
A_15_P101699,0,0,0,1,1,1,1,1,1
A_15_P101704,0,0,0,1,1,1,1,1,1
A_15_P101705,0,0,0,1,1,1,1,1,1
A_15_P101706,0,0,0,1,1,1,1,1,1
A_15_P101707,0,0,0,1,1,1,1,1,1
A_15_P101711,0,0,0,1,1,1,1,1,1
A_15_P101712,0,0,0,1,1,1,1,1,1
A_15_P101716,0,0,0,1,1,1,1,1,1
A_15_P101718,0,0,0,1,1,1,1,1,1
A_15_P101719,0,0,0,1,1,1,1,1,1
A_15_P101720,0,0,0,1,1,1,1,1,1
A_15_P101721,0,0,0,1,1,1,1,1,1
A_15_P101722,0,0,0,1,1,1,1,1,1
A_15_P101723,0,0,0,1,1,1,1,1,1
A_15_P101724,0,0,0,1,1,1,1,1,1
A_15_P101725,0,0,0,1,1,1,1,1,1
A_15_P101726,0,0,0,1,1,1,1,1,1
A_15_P101729,0,0,0,1,1,1,1,1,1
A_15_P101730,0,0,0,1,1,1,1,1,1
A_15_P101732,0,0,0,1,1,1,1,1,1
A_15_P101733,0,0,0,1,1,1,1,1,1
A_15_P101734,0,0,0,1,1,1,1,1,1
A_15_P101735,0,0,0,1,1,1,1,1,1
A_15_P101737,0,0,0,1,1,1,1,1,1
A_15_P101742,0,0,0,1,1,1,1,1,1
A_15_P101743,0,0,0,1,1,1,1,1,1
A_15_P101746,0,0,0,1,1,1,1,1,1
A_15_P101747,0,0,0,1,1,1,1,1,1
A_15_P101748,0,0,0,1,1,1,1,1,1
A_15_P101751,0,0,0,1,1,1,1,1,1
A_15_P101756,0,0,0,1,1,1,1,1,1
A_15_P101757,0,0,0,1,1,1,1,1,1
A_15_P101759,0,0,0,1,1,1,1,1,1
A_15_P101761,0,0,0,1,1,1,1,1,1
A_15_P101762,0,0,0,1,1,1,1,1,1
A_15_P101763,0,0,0,1,1,1,1,1,1
A_15_P101765,0,0,0,1,1,1,1,1,1
A_15_P101766,0,0,0,1,1,1,1,1,1
A_15_P101767,0,0,0,1,1,1,1,1,1
A_15_P101768,0,0,0,1,1,1,1,1,1
A_15_P101769,0,0,0,1,1,1,1,1,1
A_15_P101771,0,0,0,1,1,1,1,1,1
A_15_P101772,0,0,0,1,1,1,1,1,1
A_15_P101773,0,0,0,1,1,1,1,1,1
A_15_P101774,0,0,0,1,1,1,1,1,1
A_15_P101781,0,0,0,1,1,1,1,1,1
A_15_P101785,0,0,0,1,1,1,1,1,1
A_15_P101789,0,0,0,1,1,1,1,1,1
A_15_P101790,0,0,0,1,1,1,1,1,1
A_15_P101791,0,0,0,1,1,1,1,1,1
A_15_P101793,0,0,0,1,1,1,1,1,1
A_15_P101798,0,0,0,1,1,1,1,1,1
A_15_P101799,0,0,0,1,1,1,1,1,1
A_15_P101800,0,0,0,1,1,1,1,1,1
A_15_P101803,0,0,0,1,1,1,1,1,1
A_15_P101805,0,0,0,1,1,1,1,1,1
A_15_P101806,0,0,0,1,1,1,1,1,1
A_15_P101811,0,0,0,1,1,1,1,1,1
A_15_P101813,0,0,0,1,1,1,1,1,1
A_15_P101815,0,0,0,1,1,1,1,1,1
A_15_P101817,0,0,0,1,1,1,1,1,1
A_15_P101818,0,0,0,1,1,1,1,1,1
A_15_P101828,0,0,0,1,1,1,1,1,1
A_15_P101829,0,0,0,1,1,1,1,1,1
A_15_P101831,0,0,0,1,1,1,1,1,1
A_15_P101832,0,0,0,1,1,1,1,1,1
A_15_P101833,0,0,0,1,1,1,1,1,1
A_15_P101834,0,0,0,1,1,1,1,1,1
A_15_P101835,0,0,0,1,1,1,1,1,1
A_15_P101837,0,0,0,1,1,1,1,1,1
A_15_P101839,0,0,0,1,1,1,1,1,1
A_15_P101840,0,0,0,1,1,1,1,1,1
A_15_P101841,0,0,0,1,1,1,1,1,1
A_15_P101843,0,0,0,1,1,1,1,1,1
A_15_P101844,0,0,0,1,1,1,1,1,1
A_15_P101845,0,0,0,1,1,1,1,1,1
A_15_P101847,0,0,0,1,1,1,1,1,1
A_15_P101851,0,0,0,1,1,1,1,1,1
A_15_P101852,0,0,0,1,1,1,1,1,1
A_15_P101855,0,0,0,1,1,1,1,1,1
A_15_P101856,0,0,0,1,1,1,1,1,1
A_15_P101858,0,0,0,1,1,1,1,1,1
A_15_P101859,0,0,0,1,1,1,1,1,1
A_15_P101860,0,0,0,1,1,1,1,1,1
A_15_P101862,0,0,0,1,1,1,1,1,1
A_15_P101865,0,0,0,1,1,1,1,1,1
A_15_P101866,0,0,0,1,1,1,1,1,1
A_15_P101869,0,0,0,1,1,1,1,1,1
A_15_P101870,0,0,0,1,1,1,1,1,1
A_15_P101879,0,0,0,1,1,1,1,1,1
A_15_P101880,0,0,0,1,1,1,1,1,1
A_15_P101881,0,0,0,1,1,1,1,1,1
A_15_P101882,0,0,0,1,1,1,1,1,1
A_15_P101887,0,0,0,1,1,1,1,1,1
A_15_P101888,0,0,0,1,1,1,1,1,1
A_15_P101891,0,0,0,1,1,1,1,1,1
A_15_P101893,0,0,0,1,1,1,1,1,1
A_15_P101897,0,0,0,1,1,1,1,1,1
A_15_P101899,0,0,0,1,1,1,1,1,1
A_15_P101901,0,0,0,1,1,1,1,1,1
A_15_P101902,0,0,0,1,1,1,1,1,1
A_15_P101904,0,0,0,1,1,1,1,1,1
A_15_P101908,0,0,0,1,1,1,1,1,1
A_15_P101909,0,0,0,1,1,1,1,1,1
A_15_P101910,0,0,0,1,1,1,1,1,1
A_15_P101912,0,0,0,1,1,1,1,1,1
A_15_P101914,0,0,0,1,1,1,1,1,1
A_15_P101917,0,0,0,1,1,1,1,1,1
A_15_P101922,0,0,0,1,1,1,1,1,1
A_15_P101926,0,0,0,1,1,1,1,1,1
A_15_P101928,0,0,0,1,1,1,1,1,1
A_15_P101929,0,0,0,1,1,1,1,1,1
A_15_P101930,0,0,0,1,1,1,1,1,1
A_15_P101931,0,0,0,1,1,1,1,1,1
A_15_P101933,0,0,0,1,1,1,1,1,1
A_15_P101934,0,0,0,1,1,1,1,1,1
A_15_P101935,0,0,0,1,1,1,1,1,1
A_15_P101936,0,0,0,1,1,1,1,1,1
A_15_P101937,0,0,0,1,1,1,1,1,1
A_15_P101940,0,0,0,1,1,1,1,1,1
A_15_P101941,0,0,0,1,1,1,1,1,1
A_15_P101942,0,0,0,1,1,1,1,1,1
A_15_P101943,0,0,0,1,1,1,1,1,1
A_15_P101947,0,0,0,1,1,1,1,1,1
A_15_P101948,0,0,0,1,1,1,1,1,1
A_15_P101949,0,0,0,1,1,1,1,1,1
A_15_P101950,0,0,0,1,1,1,1,1,1
A_15_P101954,0,0,0,1,1,1,1,1,1
A_15_P101956,0,0,0,1,1,1,1,1,1
A_15_P101959,0,0,0,1,1,1,1,1,1
A_15_P101963,0,0,0,1,1,1,1,1,1
A_15_P101967,0,0,0,1,1,1,1,1,1
A_15_P101969,0,0,0,1,1,1,1,1,1
A_15_P101970,0,0,0,1,1,1,1,1,1
A_15_P101971,0,0,0,1,1,1,1,1,1
A_15_P101972,0,0,0,1,1,1,1,1,1
A_15_P101973,0,0,0,1,1,1,1,1,1
A_15_P101975,0,0,0,1,1,1,1,1,1
A_15_P101977,0,0,0,1,1,1,1,1,1
A_15_P101979,0,0,0,1,1,1,1,1,1
A_15_P101980,0,0,0,1,1,1,1,1,1
A_15_P101982,0,0,0,1,1,1,1,1,1
A_15_P101983,0,0,0,1,1,1,1,1,1
A_15_P101984,0,0,0,1,1,1,1,1,1
A_15_P101985,0,0,0,1,1,1,1,1,1
A_15_P101986,0,0,0,1,1,1,1,1,1
A_15_P101987,0,0,0,1,1,1,1,1,1
A_15_P101988,0,0,0,1,1,1,1,1,1
A_15_P101989,0,0,0,1,1,1,1,1,1
A_15_P101990,0,0,0,1,1,1,1,1,1
A_15_P101992,0,0,0,1,1,1,1,1,1
A_15_P101993,0,0,0,1,1,1,1,1,1
A_15_P101996,0,0,0,1,1,1,1,1,1
A_15_P101999,0,0,0,1,1,1,1,1,1
A_15_P102005,0,0,0,1,1,1,1,1,1
A_15_P102006,0,0,0,1,1,1,1,1,1
A_15_P102008,0,0,0,1,1,1,1,1,1
A_15_P102010,0,0,0,1,1,1,1,1,1
A_15_P102012,0,0,0,1,1,1,1,1,1
A_15_P102013,0,0,0,1,1,1,1,1,1
A_15_P102016,0,0,0,1,1,1,1,1,1
A_15_P102017,0,0,0,1,1,1,1,1,1
A_15_P102018,0,0,0,1,1,1,1,1,1
A_15_P102021,0,0,0,1,1,1,1,1,1
A_15_P102022,0,0,0,1,1,1,1,1,1
A_15_P102024,0,0,0,1,1,1,1,1,1
A_15_P102027,0,0,0,1,1,1,1,1,1
A_15_P102031,0,0,0,1,1,1,1,1,1
A_15_P102032,0,0,0,1,1,1,1,1,1
A_15_P102034,0,0,0,1,1,1,1,1,1
A_15_P102035,0,0,0,1,1,1,1,1,1
A_15_P102042,0,0,0,1,1,1,1,1,1
A_15_P102044,0,0,0,1,1,1,1,1,1
A_15_P102046,0,0,0,1,1,1,1,1,1
A_15_P102047,0,0,0,1,1,1,1,1,1
A_15_P102049,0,0,0,1,1,1,1,1,1
A_15_P102050,0,0,0,1,1,1,1,1,1
A_15_P102051,0,0,0,1,1,1,1,1,1
A_15_P102052,0,0,0,1,1,1,1,1,1
A_15_P102055,0,0,0,1,1,1,1,1,1
A_15_P102057,0,0,0,1,1,1,1,1,1
A_15_P102060,0,0,0,1,1,1,1,1,1
A_15_P102062,0,0,0,1,1,1,1,1,1
A_15_P102064,0,0,0,1,1,1,1,1,1
A_15_P102065,0,0,0,1,1,1,1,1,1
A_15_P102066,0,0,0,1,1,1,1,1,1
A_15_P102067,0,0,0,1,1,1,1,1,1
A_15_P102068,0,0,0,1,1,1,1,1,1
A_15_P102069,0,0,0,1,1,1,1,1,1
A_15_P102073,0,0,0,1,1,1,1,1,1
A_15_P102074,0,0,0,1,1,1,1,1,1
A_15_P102075,0,0,0,1,1,1,1,1,1
A_15_P102076,0,0,0,1,1,1,1,1,1
A_15_P102079,0,0,0,1,1,1,1,1,1
A_15_P102080,0,0,0,1,1,1,1,1,1
A_15_P102081,0,0,0,1,1,1,1,1,1
A_15_P102082,0,0,0,1,1,1,1,1,1
A_15_P102084,0,0,0,1,1,1,1,1,1
A_15_P102085,0,0,0,1,1,1,1,1,1
A_15_P102086,0,0,0,1,1,1,1,1,1
A_15_P102087,0,0,0,1,1,1,1,1,1
A_15_P102088,0,0,0,1,1,1,1,1,1
